baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Phel_contig_1	55.3838917040668	1.73815299546986	0.616471735663948	2.81951774090315	0.00480958722471969	0.0134519360678419
Phel_contig_10	37616.6109416491	7.6492359741051	0.509773989411837	15.0051515632066	6.79355906592755e-51	5.06964755052231e-48
Phel_contig_10001	219.063595860694	3.45803631264804	0.633148087015092	5.46165483804994	4.71716558598472e-08	4.95419014814089e-07
Phel_contig_10002	185.728587774059	1.19360300927517	0.309472793810339	3.85689156897802	0.000114838072534361	0.000515911815936583
Phel_contig_10005	80.3845888838257	-1.22176551140613	0.404648371108542	-3.01932640445106	0.00253337430151581	0.00775582206453108
Phel_contig_10006	41.423402388993	-0.920466066323505	0.330899792791176	-2.7817063847616	0.00540739368195254	0.0148693901954378
Phel_contig_10009	37.5063734182143	0.93745728994236	0.388528627044198	2.41283968461793	0.0158287801351435	0.0372146158303345
Phel_contig_1001	747.536035289213	0.671780164701602	0.242686130048521	2.76810283540839	0.0056383661530446	0.0154231154994764
Phel_contig_10010	6.27967953413074	3.47153296170771	0.740034895030492	4.69103955099938	2.7182041461723e-06	1.88053958105646e-05
Phel_contig_10012	352.837836606406	1.43396131512438	0.280600097143455	5.11033791407163	3.21583105977386e-07	2.78520424690766e-06
Phel_contig_10016	34.9785216582865	0.774677875729851	0.287564791817142	2.69392463115741	0.00706161308679211	0.0186886033681029
Phel_contig_10017	223.034044029343	0.937561386474868	0.351827142133601	2.66483529607515	0.0077026037484287	0.0201455519653183
Phel_contig_10018	150.998380289235	-0.684993406701231	0.239502368307801	-2.86006944958849	0.00423548242037157	0.0120774455343261
Phel_contig_10023	14.5753717751545	2.49287013923229	0.611586778365202	4.07606937791533	4.58033581538555e-05	0.000229368036006058
Phel_contig_10024	80.5142517341052	-1.42346218662816	0.41324257174868	-3.44461651326151	0.000571870107078686	0.00212401204285036
Phel_contig_10025	330.374071670253	-1.30351381121464	0.245797067416014	-5.30321140491243	1.13783023485882e-07	1.0893422543234e-06
Phel_contig_10026	167.944113203957	0.619193803102298	0.236835196036329	2.61445010482023	0.00893712129986571	0.0228801906546678
Phel_contig_10028	5.4375061759737	5.7756194057576	1.48409816015431	3.89166940625886	9.95568390611624e-05	0.000455055829247796
Phel_contig_1003	357.432161826879	1.01304576391526	0.230821491981123	4.38887105017981	1.13940600928008e-05	6.69792193362407e-05
Phel_contig_10030	523.237590402016	0.522632722324716	0.187775174853167	2.78328976518539	0.00538107237050327	0.0148102860069743
Phel_contig_10031	363.989792847881	1.10182841224723	0.286820431798295	3.84152692797729	0.000122271319235756	0.000545930367952534
Phel_contig_10032	117.950682552151	0.906880547740339	0.388346952503526	2.33523281667082	0.0195312616639994	0.0444765085199741
Phel_contig_10034	536.094727416311	-0.814287239151924	0.140273944276655	-5.80497856070796	6.4374240497496e-09	8.07558907031514e-08
Phel_contig_10035	78.9450333318264	1.07275357465027	0.3011643209189	3.5620207977397	0.000368011222636741	0.00144129898840043
Phel_contig_1004	459.304642476904	1.8847698480074	0.380170487398066	4.95769637697813	7.13339260107944e-07	5.70072657332575e-06
Phel_contig_10040	374.138592004396	-0.931180098972808	0.134388099916761	-6.92903686821657	4.23715378648323e-12	9.3894103690681e-11
Phel_contig_10043	756.455678046701	0.880637240570085	0.203074611277593	4.33652062672817	1.44755848716604e-05	8.28706974686743e-05
Phel_contig_10045	31.2733604784377	5.05430942411168	0.603857211697826	8.37004067551137	5.75983483086014e-17	2.61570393938946e-15
Phel_contig_10048	173.490286937397	0.578266471561176	0.210371283686311	2.7487899556835	0.00598157034848244	0.0162189078750809
Phel_contig_10049	424.636976518006	1.24312937740411	0.261825739186855	4.74792654559044	2.05512642512413e-06	1.46134678661093e-05
Phel_contig_1005	1041.36509297824	-1.45798048552033	0.329021694417842	-4.4312594283487	9.36842939741746e-06	5.62567877698512e-05
Phel_contig_10050	342.84595146626	-1.00263951051189	0.243840079684821	-4.11187328927987	3.92461688027048e-05	0.000200745825641253
Phel_contig_10051	14.109739888645	2.54471010905086	0.530213605688289	4.79940552590588	1.59137280906691e-06	1.16611981505166e-05
Phel_contig_10056	201.845371021606	2.20630548323159	0.269128967895193	8.1979487399171	2.44523574503642e-16	1.0245129613991e-14
Phel_contig_10058	652.671130987618	2.7132021245238	0.526614322480405	5.15216166500058	2.57500902859108e-07	2.296209026043e-06
Phel_contig_10062	88.900084424861	-0.957733001643683	0.395679200358467	-2.42047851081387	0.0155000953967945	0.0365227115549491
Phel_contig_10063	77.4717776489268	5.34396708683001	0.761738894034657	7.01548408343039	2.29154154261211e-12	5.38483008792026e-11
Phel_contig_10064	358.728950107155	3.17899795497156	0.687848858454879	4.62165185839309	3.80696504196354e-06	2.53960163744033e-05
Phel_contig_10065	50.2486514777565	1.8420265496995	0.385546355852337	4.77770447506186	1.77307711432801e-06	1.28124658999505e-05
Phel_contig_10067	165.424662039643	1.61478828710086	0.295784429038866	5.45934176571776	4.7790304020067e-08	5.01344256952155e-07
Phel_contig_10072	109.1160139657	-0.817319223388623	0.194168564119715	-4.20932825606468	2.56131047143468e-05	0.000137668568087956
Phel_contig_10075	31.0587890111163	2.15383103573229	0.440249286162469	4.89229875761217	9.96650025428086e-07	7.67173232564675e-06
Phel_contig_1008	98.4220956720988	0.783032664861476	0.274407451329225	2.85354009546198	0.00432350716139123	0.0122922946384974
Phel_contig_10081	80.6223778891941	1.65484852710227	0.506867476514727	3.26485443193392	0.00109520345766779	0.00375461418793958
Phel_contig_10083	15.2959815244627	0.988938807827982	0.352869303551287	2.80256400280578	0.0050698155806486	0.0140607457223064
Phel_contig_1009	3704.31633868225	-1.76971417254302	0.345209232717357	-5.12649722202532	2.95182409975676e-07	2.58247196509455e-06
Phel_contig_101	708.349961539792	0.987150437041527	0.315347326979908	3.13035929777969	0.00174592614897499	0.00563115015101177
Phel_contig_10101	138.115565155856	6.48685983851471	0.64124608260876	10.1160225605191	4.69092655765571e-24	4.67585462756071e-22
Phel_contig_10102	25.5680489467933	3.0360874970502	0.619970760094866	4.89714627281072	9.72384571818155e-07	7.51007284264925e-06
Phel_contig_10104	1286.34140208787	-0.885401047504924	0.238318284327769	-3.71520401803159	0.000203039806840523	0.000855375664735074
Phel_contig_10107	714.745226648853	-0.951106999797765	0.242307963380201	-3.92519910006177	8.66580324051642e-05	0.000402542889087986
Phel_contig_10109	13.2946561812981	1.20750020170596	0.475917368346494	2.53720557814741	0.0111741314837562	0.0276955964450622
Phel_contig_1011	315.315273261281	-0.6373594702858	0.211914788770069	-3.00762147835443	0.00263300867754333	0.00801631961579544
Phel_contig_10111	265.974383483356	-1.37572523327462	0.203398754404647	-6.76368563466088	1.34524813744897e-11	2.73115046493407e-10
Phel_contig_10112	58.4478180755688	-1.47762575173999	0.381821304465468	-3.86994055716351	0.000108861893029613	0.000491864789468277
Phel_contig_10113	168.272273029293	-2.01504905086137	0.219184392538231	-9.19339660788072	3.80628569701687e-20	2.49632670737133e-18
Phel_contig_10114	103.10841246989	1.28330616595367	0.454830045918349	2.82150701667595	0.00477985918576701	0.0133904922867505
Phel_contig_10117	111.692264375384	1.71419371389557	0.273603368857844	6.26525075715062	3.72225928448606e-10	5.95453656453909e-09
Phel_contig_10121	418.490610139665	0.627061429822911	0.211611200555122	2.96327145339157	0.00304388006855951	0.00909868708162788
Phel_contig_10125	152.102623100083	0.953026921176856	0.171390110302796	5.56057125754301	2.68893034192893e-08	2.98528571254522e-07
Phel_contig_10126	232.85563617106	3.05292587744414	0.627278751476254	4.86693654178354	1.13341402005819e-06	8.62112796358865e-06
Phel_contig_1013	5460.82230937573	-0.758565374333545	0.263965606966367	-2.87372807030196	0.00405658068914038	0.011623728664161
Phel_contig_10131	636.887523333928	-0.544507361355678	0.221224418153695	-2.46133481059665	0.0138421124123181	0.0331363417562437
Phel_contig_10133	6.03805366809699	2.18586574588993	0.688863970436593	3.17314570031084	0.00150796827718649	0.0049584985234484
