baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Phel_contig_14547	9.19481781254941	2.69916584685279	0.668346901400209	4.03857015151554	5.37780108081942e-05	0.000406898323425697
Phel_contig_14556	13.5080246273137	2.03815171455546	0.819029637821014	2.48849567883508	0.0128284796115125	0.0397841730361047
Phel_contig_14558	59.4355040804799	2.15029944028814	0.340152109941336	6.32158195537575	2.58899003833851e-10	7.6732356883276e-09
Phel_contig_14563	13.939749879738	3.2721878006158	0.720722911860225	4.54014677037269	5.6215082747515e-06	5.77186822407239e-05
Phel_contig_1458	5.47412269223765	3.77290639261546	1.07188907233675	3.51986645818713	0.000431764127864475	0.00242397964616829
Phel_contig_14588	4.91211101055303	5.84777476920725	1.69331062604834	3.4534566069866	0.000553451336463372	0.003002335413653
Phel_contig_14600	3.82512520804221	4.87125761815667	1.14753401694261	4.24497883830513	2.18614051624053e-05	0.000188260224811107
Phel_contig_14602	131.498150310253	2.61450351016011	0.481476863482496	5.43017475699568	5.62988945372345e-08	9.55113205825818e-07
Phel_contig_1463	5.06982795528876	5.27969653909152	1.37820679970893	3.8308449357575	0.000127703970294554	0.000857607735276842
Phel_contig_14635	1155.82875413907	2.02847073012542	0.655713565995761	3.09353174208773	0.00197789393281898	0.00870106851831566
Phel_contig_14639	867.704580043102	2.56916286048933	0.462808165485075	5.5512479080756	2.83637514212951e-08	5.18057819978467e-07
Phel_contig_14651	121.115804745142	3.06970766749285	0.610264528935769	5.03012631726453	4.9015680514614e-07	6.74847094744771e-06
Phel_contig_14659	77.8107173676552	4.44400060732357	0.549831448603598	8.08247803687832	6.34637709780241e-16	5.6000596351972e-14
Phel_contig_14665	11.6548474948221	2.77340054002463	0.606332765160116	4.57405685356992	4.78369939514808e-06	5.01007253030191e-05
Phel_contig_14670	528.965109617346	2.1523181541968	0.382552185923051	5.62620796167592	1.84214243472741e-08	3.51338576077344e-07
Phel_contig_14687	25.5004387328359	2.41621648731884	0.630319258468897	3.8333216934987	0.000126424448383163	0.00085106117796659
Phel_contig_14692	101.470905475052	4.89872996800591	0.99590305194382	4.91888237358495	8.7039751822687e-07	1.10903252463056e-05
Phel_contig_14700	11.7818189946747	3.13789130925644	0.976588074237116	3.21311655552181	0.00131302992849817	0.00618359511293074
Phel_contig_14714	43.9605329959334	4.6069761965735	0.940657383741025	4.89761338847031	9.70076583182834e-07	1.21276220033941e-05
Phel_contig_14732	36.6808478170884	2.33510204395703	0.52789435781312	4.42342678870547	9.71475619352347e-06	9.32630320832147e-05
Phel_contig_14734	11.028590691307	3.02257201905487	0.642785028244257	4.70230619295989	2.57239349494213e-06	2.88417947217562e-05
Phel_contig_14735	38.9393058103168	2.5948634549704	0.751008532171789	3.45517173748546	0.000549942406152135	0.00298628066221833
Phel_contig_1474	3060.75685133717	2.87915616351442	0.448504467964471	6.41945926777814	1.36759241379126e-10	4.29196612263497e-09
Phel_contig_14748	19.8996675847696	2.98106392911956	0.459785970787985	6.48359044972727	8.95651417220993e-11	2.91521128350085e-09
Phel_contig_1476	539.024084914521	2.18335884521468	0.347835744157493	6.27698240301061	3.45207135778519e-10	9.91758936172155e-09
Phel_contig_14770	22.3035172524052	2.33925574567329	0.667383238142289	3.50511611916533	0.000456408171771432	0.00254133605662855
Phel_contig_14773	136.387442314382	3.52201664182556	0.960812241650812	3.66566587013321	0.000246695852134256	0.0015063356255459
Phel_contig_14785	13.7228020573039	4.5090983412401	0.940209228173622	4.79584565448174	1.61989976911005e-06	1.91332620273241e-05
Phel_contig_148	4472.08419029223	4.05551681984472	0.474043469581105	8.55515808165954	1.17707315420627e-17	1.31648124218181e-15
Phel_contig_14811	11.6377315639877	3.55153164470064	1.04182793010916	3.40894263060168	0.000652151927426373	0.00343691779786581
Phel_contig_1482	879.429670526717	4.35338900793735	0.657579320177614	6.62032529666762	3.58409273594561e-11	1.27331336441215e-09
Phel_contig_14825	60.1966175029819	5.74873636238769	0.889413113237561	6.46351653334823	1.02297352728488e-10	3.29802782023113e-09
Phel_contig_14826	30.6435700003788	3.0849595634062	1.15333391700895	2.67481907703428	0.00747695882110959	0.0256754186881148
Phel_contig_14835	36.0357020171931	2.07470749272256	0.680380705773651	3.04933322640806	0.00229349932869039	0.00982546102697785
Phel_contig_14844	10.4793953783689	2.33706682889007	0.799995982307269	2.9213482074619	0.00348520060813522	0.0137635545085584
Phel_contig_1485	1474.07684840586	2.80655143617698	0.391639853822472	7.16615382419474	7.71341016840199e-13	3.88933323853116e-11
Phel_contig_14861	154.926096383357	3.01760587367684	0.55660480051967	5.42145139757953	5.91170709667576e-08	1.00104906837043e-06
Phel_contig_14863	3.41080375551155	2.99949219846089	1.12250114609311	2.67215067788633	0.00753667982471605	0.0258188063943425
Phel_contig_14864	41.2279689096054	7.19215129817663	1.18721359720997	6.05800954021977	1.37816224538805e-09	3.39580176837321e-08
Phel_contig_14882	622.581325129711	4.29469665409525	0.899797918529862	4.77295686692869	1.81540682053788e-06	2.11846829405661e-05
Phel_contig_14887	8.90479692651987	2.48240987698624	0.865557903916317	2.867988225576	0.00413090906390822	0.0158438959270248
Phel_contig_14888	73.7538901473876	2.89874216739847	0.550361802424767	5.26697556884813	1.38689655718896e-07	2.16876148626476e-06
Phel_contig_14894	14.3663578296754	5.22439499968026	1.13549053083651	4.60100270130078	4.20461974554249e-06	4.47078072943481e-05
Phel_contig_14896	18.1142805889471	2.74938358462161	0.520667664659046	5.28049612303467	1.2883455072038e-07	2.0369199647926e-06
Phel_contig_14899	17.9138698939648	7.13310817411101	1.18519685593001	6.01850075658003	1.76039891366855e-09	4.22278214260229e-08
Phel_contig_14901	22.7770962220223	2.46679253245516	0.648517460267773	3.80374112277042	0.000142527128127913	0.00094225304992956
Phel_contig_14916	83.7593676997657	2.22174020703407	0.38041040111491	5.84037713091592	5.20827855348703e-09	1.11721069081824e-07
Phel_contig_14921	70.7008409161709	3.88705350508507	0.687300922514814	5.65553366473371	1.55362772798768e-08	3.01819116449244e-07
Phel_contig_14926	11.6773603014217	2.07392231107242	0.524029061735823	3.95764750947715	7.56915446348429e-05	0.00054522788234449
Phel_contig_14928	40.6832831283578	3.55567397415652	0.639785043939104	5.55760721173557	2.73497993566736e-08	5.02577989800997e-07
Phel_contig_14931	70.9673430892562	2.09920348600335	0.791522173004771	2.65210951455013	0.00799905923556908	0.027086771979105
Phel_contig_14934	96.1037702960164	5.02952592930771	0.868379850366212	5.79185010705473	6.96152601702584e-09	1.45203648573084e-07
Phel_contig_14936	274.965759000395	3.13107692574938	0.708801033904622	4.41742714242528	9.98827222806057e-06	9.54505142806717e-05
Phel_contig_14945	20.9945585761238	2.33059868277158	0.537317119961514	4.33747333965184	1.44130010498159e-05	0.000131272299776105
Phel_contig_14947	83.1326729658964	2.2904426845854	0.940730237221164	2.43474972309934	0.0149020930479599	0.0449560533752309
Phel_contig_14950	16.6938192941381	2.12241951660671	0.620165574934521	3.42234332634604	0.000620838660058472	0.0033019869086241
Phel_contig_14966	366.700288091035	4.14276483165256	0.847816580899026	4.88639279413427	1.02700207469647e-06	1.27509650005028e-05
Phel_contig_1498	620.145727141661	4.40401247539312	0.780562184545253	5.64210329758525	1.67985258692744e-08	3.24024369109396e-07
Phel_contig_14992	7.05429803290024	2.14135573718933	0.683748733552482	3.13178750045167	0.00173745580481854	0.00780763456735421
Phel_contig_14997	20.3861576728962	3.33449488673509	0.677993354528151	4.91818225719296	8.73515640317921e-07	1.11092223081705e-05
Phel_contig_14999	14.5044642998194	2.93527814381279	0.71409148550003	4.11050713167013	3.947910861493e-05	0.00031327393107637
Phel_contig_15021	14.1041779834089	3.9249759525498	0.875253519363433	4.48438751255111	7.31236683425955e-06	7.25537432567962e-05
Phel_contig_15022	4.05880393906729	4.35853900490222	1.24316400181522	3.50600483808897	0.000454886951385272	0.00253390398949557
Phel_contig_15029	112.360403332746	2.30352318408359	0.624042192261319	3.69129397442888	0.000223116082333211	0.00138753743687747
Phel_contig_15035	61.7406986468209	2.70973261280993	0.647924217713635	4.18217522779425	2.88733296235849e-05	0.000239170787110573
Phel_contig_1504	824.137470294564	8.46747779071799	1.26984266980822	6.66813140874907	2.59080764539078e-11	9.46410889602563e-10
Phel_contig_15051	11.4557422822489	2.22615933632087	0.598494088921146	3.71960120831566	0.000199537580285666	0.00126117031558229
Phel_contig_15056	21.276987146183	3.29934883943192	0.653581131616646	5.04810907143375	4.46204394283374e-07	6.19037418470319e-06
Phel_contig_15059	874.034707336434	4.32672510746262	1.57159323320952	2.75308204186304	0.00590370995183401	0.0211928449439895
Phel_contig_1506	23245.6190728556	6.63206313086368	0.418036733775729	15.8647855439941	1.11096317235149e-56	3.01937570981687e-53
Phel_contig_15069	13.3127142224683	3.4471249273754	0.727172420771127	4.74045058491068	2.13243457243061e-06	2.44434022815349e-05
Phel_contig_15076	6.38991461096477	2.32174054782218	0.889936852976173	2.60888234941355	0.00908384675634489	0.0300597573534569
Phel_contig_1508	1577.7408911303	3.58486822455296	0.41655702972883	8.60594821046864	7.5688435672459e-18	8.79085600301748e-16
Phel_contig_15121	79.8054395227867	2.36876812822746	0.433439716887045	5.46504631656716	4.62785951955597e-08	8.05223854177287e-07
Phel_contig_15127	7.21034088607333	2.89614499509704	0.757138684268962	3.82511824487391	0.000130709334955044	0.000873903642166838
Phel_contig_15150	24.5427708291888	2.60869607653668	0.825986863079486	3.15827792564497	0.0015870417513884	0.00722610499568337
Phel_contig_15158	87.7308217734168	3.19110498345939	0.529235713111067	6.02964785709709	1.64317323221483e-09	3.97668406991405e-08
Phel_contig_15160	53.2415348786007	2.26490652386735	0.427520076611928	5.29777815773378	1.17220257324766e-07	1.86960807134535e-06
Phel_contig_15166	74.4082438898759	3.43776095595178	0.800520466305947	4.29440732704256	1.75160627619607e-05	0.000155267956211535
Phel_contig_1517	182.249189211157	3.26567564533364	0.603122971672102	5.41460995305792	6.14224502261995e-08	1.0375011511794e-06
Phel_contig_15172	338.228296875633	4.12677214428023	0.981696943270459	4.20371294070873	2.62571899794975e-05	0.000220252441130489
Phel_contig_15178	57.5605080508617	2.67234230463155	0.774487227088705	3.45046659410624	0.000559618421235619	0.00303095046878072
Phel_contig_15179	97.7191176433593	5.30970851220043	0.714045467514773	7.43609301334943	1.03706828620612e-13	6.26343152944667e-12
Phel_contig_15186	459.718658302629	2.39192995161397	0.431780416372128	5.53969068748244	3.03006350729712e-08	5.49740093466764e-07
Phel_contig_1519	2355.95353717507	5.75117034534418	0.498559783104353	11.5355681309345	8.73088438199894e-31	3.82722541506399e-28
Phel_contig_15193	279.414126305799	6.03708287839103	0.793990581162649	7.60346913630999	2.88296032681012e-14	1.93943306341697e-12
Phel_contig_15199	6.56276973768763	3.12363618115184	1.13137249502265	2.76092639240741	0.00576376651463649	0.0207755499117759
Phel_contig_15202	313.376586738462	4.66737373744368	0.637970707177291	7.31596871915097	2.5553118832496e-13	1.42020994607275e-11
Phel_contig_15214	5.06684492500723	2.19444264801351	0.855542161504347	2.56497312085111	0.0103183798019424	0.0332976640058407
Phel_contig_15226	21.497732599487	4.09064627997639	0.703709780926337	5.81297345987094	6.13727947371229e-09	1.30311704325432e-07
Phel_contig_1524	582.507390794845	3.46807737582683	0.464194411302982	7.47117434286213	7.94822634551674e-14	4.87622789206443e-12
Phel_contig_1525	63.5609132576775	5.84182221956917	0.855623787853824	6.82755938123496	8.63713805656157e-12	3.47763167557378e-10
Phel_contig_15253	24.8998761574797	3.28867441716084	0.930448326333496	3.53450516711671	0.000408539447630184	0.00231849762115121
Phel_contig_15257	103.150140484678	2.98159335568691	0.76763260997275	3.88414108122992	0.000102692268809473	0.000712527567450566
Phel_contig_15259	118.770719088208	2.67907349015101	0.446926433324024	5.9944395551307	2.04188394122029e-09	4.8214006737172e-08
Phel_contig_15261	78.1161452495996	2.91152570377185	0.418749865633022	6.95289943405835	3.57853801941792e-12	1.56614341854654e-10
Phel_contig_15263	9.0562724840175	2.40389920758221	0.814077892620517	2.95291056221176	0.00314793153442852	0.0126841339129279
Phel_contig_15268	219.199745224985	2.01092692579472	0.493501492349884	4.0748142750681	4.60510845036037e-05	0.000357458946147958
Phel_contig_15281	3.10339929108543	5.19556416751809	1.94380873751946	2.67287828644513	0.00752035306987007	0.0257795039828047
Phel_contig_15286	21.323981757504	2.95839157761491	0.526692053881062	5.61692844199045	1.94381875620524e-08	3.68147081227499e-07
Phel_contig_15318	96.2319353941127	3.92354766944676	0.933330017904443	4.20381600739265	2.62452305236179e-05	0.000220220091130252
Phel_contig_15332	384.175836211402	6.5774959458906	0.634216527460585	10.3710572984072	3.35788667272607e-25	8.45005962882864e-23
Phel_contig_15337	1089.41855407504	3.41122526710537	1.25610487001627	2.71571693457504	0.00661324342968899	0.023227543284064
Phel_contig_15352	12.6830993023361	2.42099585169407	0.696995317302222	3.47347506015497	0.000513765108277297	0.00281457530996984
Phel_contig_15367	55.3350883586132	2.39702921338548	0.486701275573264	4.92505225214816	8.43378146346972e-07	1.07814352123321e-05
Phel_contig_15375	115.770857948181	3.24464662310483	0.672371208989093	4.82567751225271	1.39528124860378e-06	1.67791830860856e-05
Phel_contig_15394	31.8364487462557	2.08429075238959	0.608763921937043	3.42380794472433	0.000617502447507265	0.0032874596509995
Phel_contig_15408	255.245787720511	2.37702328384416	0.367393924960792	6.4699580541454	9.80301261559155e-11	3.16796999841317e-09
Phel_contig_15417	22.4175757726311	3.6762186453848	0.748348168771084	4.91244423223722	8.99479716516865e-07	1.13967644454524e-05
Phel_contig_15435	20.4027156032758	5.71087892959292	1.06869483559842	5.34378827272528	9.10238836022408e-08	1.490269342495e-06
Phel_contig_1544	7954.04678343309	2.10664381336716	0.498308728809603	4.22758762103097	2.36210200945917e-05	0.000200867360491494
Phel_contig_15443	135.415647233399	4.67081600357666	1.34043516436382	3.48455197815813	0.000492961703966399	0.00271593618293103
Phel_contig_15451	15.6349318609841	2.8798542909347	0.937197819541488	3.07283503107554	0.00212035669336891	0.00918505805106474
Phel_contig_15469	131.735006791846	2.93458439477824	0.951414661591795	3.08444310692925	0.00203933610362423	0.00891651811845226
Phel_contig_15484	87.2850462582082	2.1253017807267	0.697790496903115	3.04575913567046	0.00232093681739869	0.0099179906954814
Phel_contig_15496	130.2339174165	2.07037151481012	0.469122913134529	4.41328158749818	1.01815429718439e-05	9.7092622767991e-05
Phel_contig_15503	56.1550824266835	4.96332060345998	0.588452180472479	8.43453515538822	3.32521798149455e-17	3.54085418600162e-15
Phel_contig_15512	48.4219962310245	2.6190073653731	0.637535066092269	4.10802088334708	3.9906402841832e-05	0.000315650819684316
Phel_contig_15517	113.910059090673	2.16123850426666	0.542378531339728	3.98474198255634	6.75534866859487e-05	0.00049447041776211
Phel_contig_15524	116.342298956749	4.45505711215128	0.937131674241662	4.75392864696028	1.99501471248584e-06	2.30531088365772e-05
Phel_contig_15544	41.3531261942008	2.57808005444678	0.997276226607787	2.58512133916604	0.00973447327619036	0.0317679532541188
Phel_contig_15553	14.8176871030225	2.3293620917731	0.865847342906075	2.69026879952646	0.00713944866598284	0.0247022197128048
Phel_contig_15566	8.72906989699749	3.56602238000256	1.16958109227465	3.04897403314481	0.00229624328378376	0.00983411597331784
Phel_contig_15569	7.9789297024117	3.09543475987606	0.901151414957442	3.43497741722155	0.000592603210299165	0.003179322247173
Phel_contig_15571	47.6098050694221	4.04882707698619	0.586613327419853	6.90203731782648	5.12619636502313e-12	2.17008979452646e-10
Phel_contig_15580	71.6234853141901	2.35149049102887	0.424664092210763	5.53729532154984	3.07178348579242e-08	5.56566210512443e-07
Phel_contig_15585	405.673645132535	4.67515641856278	0.743597190853282	6.28721635324901	3.23208802639957e-10	9.34486046611569e-09
Phel_contig_15597	11.7293993856933	5.92191720133526	1.23019841786971	4.81379029213031	1.48094215251372e-06	1.76763486258314e-05
Phel_contig_15604	640.764193496788	3.81265963290791	0.607855946336168	6.2723078648627	3.55735300362271e-10	1.01877492025773e-08
Phel_contig_15620	18.3697779013442	3.59602412031816	0.720648368927991	4.98998440205654	6.03841681964732e-07	8.11231301652866e-06
Phel_contig_15629	139.751889312328	3.04406470502968	0.580258473979762	5.24604954780178	1.55395127572358e-07	2.4119524712516e-06
Phel_contig_15639	348.626742525741	3.28339932120353	0.777945873692784	4.22060124262599	2.43651598687173e-05	0.00020635597223808
Phel_contig_15646	16.7053742870005	2.09330569854973	0.574581341738761	3.64318425693236	0.000269285926022244	0.00162528241003855
Phel_contig_15654	21.3960666484926	4.2980490439628	0.932612181962209	4.60861344843227	4.05363170851405e-06	4.32376776193073e-05
Phel_contig_15732	6.46563709839955	5.63384496620269	1.11220465449554	5.06547508449157	4.07383061851439e-07	5.7218898475444e-06
Phel_contig_15754	94.7845417340004	2.86388650019305	0.499623562264647	5.73208854925075	9.92014566452998e-09	2.0075183832509e-07
Phel_contig_15765	60.6349832870461	4.202831340105	0.796904201395515	5.27394802630621	1.33519734730231e-07	2.09999962413092e-06
Phel_contig_15786	57.271254394576	2.22445200874483	0.522938621459347	4.25375353332505	2.10216675736804e-05	0.000181835417351205
Phel_contig_15791	115.762943289417	3.96797337950001	0.759267483332005	5.22605467323158	1.73165175155773e-07	2.66343131317691e-06
Phel_contig_15795	6.16775431680568	4.02267191160937	1.17015505132372	3.43772554505385	0.00058662194898315	0.00315270146914456
Phel_contig_15808	33.8509635086332	5.30899411399774	1.09482291143273	4.84918068352274	1.23972460267182e-06	1.50752730431386e-05
Phel_contig_15825	100.493509146348	2.64419489578807	0.432395071735596	6.11522903157639	9.64183851491863e-10	2.47213101092885e-08
Phel_contig_1583	360.132186798564	2.79182455473933	0.883306023551338	3.16065381679928	0.00157415465754575	0.00717704668390848
Phel_contig_15840	5.23580231379758	2.32457050591894	0.94812720567648	2.4517496091259	0.0142163548366061	0.0432615687795197
Phel_contig_15841	6.47522715974365	2.94382439539316	0.759457129300533	3.87622195094073	0.000106090916937272	0.000733674030666966
Phel_contig_15850	260.561460555264	4.16891597778976	0.817849459241131	5.09741240357122	3.44327658586515e-07	4.92274440034945e-06
Phel_contig_15852	18.8583828334987	3.21720182391357	0.729477410562954	4.41028300167758	1.03235611975898e-05	9.83007609940829e-05
Phel_contig_15859	139.889484860254	2.845892416199	0.517302323301631	5.50141046735567	3.76764924968601e-08	6.68825416773131e-07
Phel_contig_15866	252.672161807382	3.09629492520869	0.504765746392552	6.13412250600842	8.56305153568832e-10	2.21855686021866e-08
Phel_contig_15868	13.0678400981169	4.77183593455902	0.811333585972233	5.88147220460602	4.06633241904579e-09	8.95581705711722e-08
Phel_contig_15882	82.5388507192892	3.28097786492966	0.573800891556697	5.71797275537252	1.07802421718233e-08	2.16385097301193e-07
Phel_contig_15886	66.3832498030429	2.02476012503201	0.625462913422641	3.23721851700554	0.00120700949129623	0.00576927610876698
Phel_contig_15910	99.3739012928269	3.06923667186775	0.682353823009365	4.49801344752725	6.85913598736604e-06	6.85863126801451e-05
Phel_contig_15912	5.29376195881076	4.14247498817304	1.35164263317354	3.0647708843327	0.00217836805294956	0.00940188771527126
Phel_contig_15915	137.724743105762	3.46791342165269	0.891183683633529	3.89135650185305	9.96853385825063e-05	0.000695213788040892
Phel_contig_15925	12.7726722800795	3.70613393000084	1.21893449124869	3.04047014553197	0.00236209108063467	0.0100574825927447
Phel_contig_15927	4.32812798404817	4.47054594987253	1.29374681370386	3.45550296435037	0.000549267151822118	0.00298320996247432
Phel_contig_15931	57.1880699180816	2.88061789120127	0.552485408116233	5.21392574153784	1.84885504164926e-07	2.82134656496033e-06
Phel_contig_15941	223.2423825128	3.944903359887	0.453270629958119	8.70319649929999	3.22664522562929e-18	3.9445646874993e-16
Phel_contig_15951	2.07536875008607	3.96579069418053	1.48886505801369	2.66363339836272	0.00773017555362172	0.0263535764170009
Phel_contig_15954	30.1171457415186	4.698169412699	0.902478223113389	5.20585349582303	1.93106957407951e-07	2.93136765167207e-06
Phel_contig_15960	297.789694602178	2.64137634480754	0.89012432577003	2.96742406463561	0.00300306451547916	0.0122218160230148
Phel_contig_15966	26.3162645122681	2.19322757199826	0.558262807167868	3.92866503703651	8.54187203689724e-05	0.000605190297754935
Phel_contig_15975	135.605564619406	2.53482887329286	0.493181881529536	5.13974452068563	2.7511226736929e-07	4.04380811387916e-06
Phel_contig_1601	145.876977272086	3.17723166477681	0.828868339101838	3.833216344371	0.000126478626013947	0.00085106117796659
Phel_contig_16011	106.161810543559	2.89788059928573	0.82457852640536	3.51437795975436	0.000440785158509119	0.00246647293348998
Phel_contig_16012	68.9038926316525	2.58381480190869	0.874031635993811	2.9562028369497	0.00311452192696584	0.012599951909955
Phel_contig_16038	14.7698015234394	2.19436086006513	0.680076865340951	3.22663653462907	0.00125254457086703	0.00595481653211479
Phel_contig_16067	161.328777252606	2.18229067542208	0.546954572384873	3.9898938332423	6.61028763923668e-05	0.000485159053359909
Phel_contig_16068	65.9837628851728	5.42934930506206	0.904959937728655	5.99954658621585	1.97869256938511e-09	4.68439953403733e-08
Phel_contig_16083	6.67837589690501	3.77889842050678	0.903984439835637	4.18026932100055	2.91164045533072e-05	0.000241035484914124
Phel_contig_16087	32.0715675401082	2.20870443166373	0.615730045429909	3.58713115927548	0.000334336173644523	0.00195494589658151
Phel_contig_161	1060.50223847206	3.39163816143266	0.41398106443984	8.19273742875631	2.55350837031222e-16	2.409696197512e-14
Phel_contig_16113	29.2842174609541	2.24354693546407	0.937486903305227	2.39315016300939	0.0167044028780841	0.0492319352470629
Phel_contig_16151	85.4640111862248	5.17300491725557	0.948615140873816	5.45321774275125	4.94664364487819e-08	8.5412884993964e-07
Phel_contig_16177	99.4174038521972	3.29050340850587	0.780375636581076	4.21656347822694	2.4805348446836e-05	0.000209691993806565
Phel_contig_16179	17.1816494356136	3.84099363143556	0.666884240836566	5.75961073336696	8.43081363924914e-09	1.72930304216991e-07
Phel_contig_1619	7.60985501385251	2.47975569649165	1.02085414036053	2.42909892652822	0.0151364016421403	0.0455012856796912
Phel_contig_16193	59.4917061178982	3.71283469831408	0.678650266034227	5.47091025250821	4.47729998631878e-08	7.80526356819576e-07
Phel_contig_16195	4.87805923660051	2.96285670864292	1.0832079369293	2.73526126206395	0.00623307822336739	0.0221586134669299
Phel_contig_16197	6.36188024028217	5.61861830200726	1.79921476728703	3.12281691111248	0.00179129141767353	0.00800850767388241
Phel_contig_162	6157.5359849513	2.96015285603517	0.544842485564932	5.43304337393196	5.5400934337012e-08	9.42821911967009e-07
Phel_contig_16213	119.447555617271	3.24289321053285	0.642719435215722	5.045581373223	4.52144408111223e-07	6.26638486672454e-06
Phel_contig_16230	105.702021848882	5.37985715465062	1.02178835097014	5.26513846976497	1.40083732570798e-07	2.18678672246361e-06
Phel_contig_16243	98.6391129604799	6.73141891973448	0.846375795857725	7.95322710394004	1.81714792159518e-15	1.49203764994301e-13
Phel_contig_16260	24.8443471442699	3.80808819258222	1.04057693838979	3.65959310848744	0.000252616045330641	0.00153795626134894
Phel_contig_16267	41.9370425546483	2.51706545063881	0.423470257742696	5.943901382959	2.78317078617044e-09	6.3885992927821e-08
Phel_contig_16285	7.17841544242734	3.25838129850981	1.1399773713848	2.85828594523034	0.00425936373871476	0.0162517180528976
Phel_contig_16288	12.7857457592161	4.45412382057133	0.798888195396117	5.57540322443094	2.46957166191379e-08	4.58143471860021e-07
Phel_contig_16290	57.9847302839273	3.34522756666578	0.771982033544361	4.3332971770172	1.46892609977411e-05	0.000133475337812307
Phel_contig_16296	1171.59425227744	2.83968640487884	0.46581500801424	6.09616769752517	1.08641443335999e-09	2.74410515519125e-08
Phel_contig_16308	18.0343413606963	2.86513370831584	0.552862966586096	5.18235780198467	2.19098393351929e-07	3.29532713587091e-06
Phel_contig_16335	12.4514325517243	2.37024781690523	0.584553383448712	4.05480129619879	5.01769375352704e-05	0.000383171904561276
Phel_contig_1636	2977.7627299559	2.20583778637427	0.312150550524706	7.06658304035149	1.58795164245599e-12	7.4796100067017e-11
Phel_contig_1638	8580.38118546438	6.02261667573671	0.483356724779258	12.4599832111308	1.23396593524639e-35	7.45260581958367e-33
Phel_contig_16392	4.27669233861285	3.86553008773405	1.13923136795657	3.39310362799054	0.000691054898879458	0.00361113055984347
Phel_contig_16393	76.5724323893017	5.45090495393295	1.03109836628294	5.28650333680887	1.24676543109646e-07	1.97693062347372e-06
Phel_contig_164	1357.51408595055	5.85250459245149	0.660475985775566	8.86104070169815	7.9270917184518e-19	1.05093901816626e-16
Phel_contig_1640	1212.54406014268	4.89279865975882	0.398974104601374	12.2634491896344	1.4231082039889e-34	8.22919888681072e-32
Phel_contig_16418	36.9422275122741	2.00745349562863	0.416369842371354	4.82132299543014	1.4260922897399e-06	1.71118482342388e-05
Phel_contig_1642	145.78477821176	2.01413859912334	0.526133841711619	3.82818674535542	0.000129090796393722	0.000864571134644796
Phel_contig_16431	38.9102629690177	3.30186317713346	0.73307479522009	4.50412863552639	6.66458301711696e-06	6.69226373886617e-05
Phel_contig_16442	7.07070738170624	3.57980743495167	0.900239701344934	3.97650473490953	6.99356070466958e-05	0.000509983882027126
Phel_contig_1645	332.260778299452	4.43982741710596	0.527449520025046	8.41753997026129	3.8447212289653e-17	4.05007106824879e-15
Phel_contig_16460	11.3957177906555	4.59063917819181	1.04205759304381	4.40536032637385	1.05608182222037e-05	0.000100217150015033
Phel_contig_16462	32.4740853426974	3.35065881339233	0.763939514599525	4.38602631407125	1.15440162096294e-05	0.000108411635295545
Phel_contig_16467	10.8018488754645	2.46650842560279	0.876242152996177	2.81487077193095	0.00487968517835516	0.0181422823224811
Phel_contig_16474	10.035075549313	2.20325003834117	0.723426692090057	3.04557471051524	0.00232236073062466	0.00992251531786148
Phel_contig_1648	196.28668103099	7.35090860448859	0.952813810576436	7.71494758250976	1.21031965060948e-14	8.70213424980544e-13
Phel_contig_16489	576.06546363908	6.48475506090034	1.48560066643742	4.3650728001161	1.27080428596154e-05	0.000117756286682109
Phel_contig_16506	11.994785594428	3.72733006590759	0.849369024878687	4.38835177258784	1.14212935883828e-05	0.000107328122848593
Phel_contig_16512	30.4926423165278	4.58892720064314	0.704677125871939	6.51209899138557	7.41078519214934e-11	2.43249178686274e-09
Phel_contig_1652	1630.16908818308	4.26286598058758	0.544240274767237	7.83269114438607	4.77536395922803e-15	3.67782618672788e-13
Phel_contig_16534	124.982560249655	2.95894861826073	0.445389043945588	6.64351460477825	3.06290114022673e-11	1.1040255595369e-09
Phel_contig_16544	36.1425339971998	3.12410270139275	0.696535922541693	4.48519968646089	7.28456805443843e-06	7.2308250760967e-05
Phel_contig_16564	8.91832818938521	2.4175470984544	0.851865874615704	2.8379433552788	0.00454052397151502	0.0171201942977019
Phel_contig_16568	22.0867881015407	3.98271654687453	0.900636602451229	4.42211268788646	9.77404539003215e-06	9.37328883593132e-05
Phel_contig_16579	241.865083693889	2.57799036272523	0.634547502938927	4.06272241366515	4.85036960210629e-05	0.000372965332282516
Phel_contig_16585	20.294996401173	2.63476762199659	0.688962176176473	3.82425583450566	0.000131167660668236	0.000876105844591133
Phel_contig_16590	227.177997657127	4.50400972528156	0.792180764996798	5.68558329650906	1.30366922421724e-08	2.56561348122927e-07
Phel_contig_16591	3.95989153113112	5.52930584034773	1.49225976360239	3.70532394909564	0.000211120728432314	0.00132278617615272
Phel_contig_16611	10.4034401086214	2.91629454416239	0.831594054341431	3.50687276915647	0.000453405881449322	0.00252668957269421
Phel_contig_16631	1.5772263934326	4.20814520295336	1.45985542858503	2.88257667201478	0.00394437130795224	0.0152598040437759
Phel_contig_16632	11.2016325011744	3.96480090096597	1.24171710163961	3.19299854671463	0.00140803655174751	0.00654594892292062
Phel_contig_16651	17.2236494224266	2.49030933206584	0.663724116951968	3.75202477725554	0.000175412123033991	0.00112869661308595
